word,ham_word_count
09.225890,2
09.226006,2
09.229704,2
09.230155,2
09.231524,2
09.231923,2
09.233017,2
09.233434,2
09.233995,2
09.234369,2
09.234697,2
09.235184,2
09.235415,2
09.235624,2
09.235830,2
09.236715,2
09.237368,2
09.237825,2
09.238135,2
09.238414,2
09.238656,2
09.238871,2
09.290618,2
09.291100,2
09.47.15,2
09.505431,2
09.505662,2
09.506086,2
09.506342,2
09.506604,2
09.506686,2
09.506787,2
09.507071,2
09.507155,2
09.507959,2
0902a.html,1
0902b.html,1
09252002hearing719,1
095,4
0953,2
09am,2
09az,2
09de,10
09kore.html,2
09moni.html,2
09pm,3
09t03,7
09t10,1
09t12,1
09t14,1
09t19,1
09t20,1
09t22,2
09t23,1
0aa8,2
0alpha5,1
0c88,1
0e89,4
0e98,1
0f98,6
0fbf,2
0fw,8
0issue,1
0n9hg,2
0o1777,2
0o3yynpoea,1
0pct,1
0wn3d,1
0wned,1
0x016a80cd,1
"0x01b0c031,0xd8e880cd",1
"0x078b5007,0xc0315050,0x80cd3bb0,0x5151c931",1
"0x078b5151,0xc0315050,0x80cd1eb0,0xc9310789",1
0x106a391b,1
0x11c3d628,2
0x200,3
0x20e638a0,1
0x21,1
0x210,2
0x22,1
0x220,3
0x23,1
0x24,1
0x2f6e6962,1
0x2fffffff,1
0x30,2
0x300,4
"0x4151c931,0x51514151,0x61b0c031,0x078980cd",1
"0x4f88c931,0x0547c604,0x084f8902,0x0647c766",1
0x5,1
0x5004478d,1
"0x50078b51,0xb0c03150,0x4180cd5a",1
0x5050078b,2
0x5b23ebef,1
0x63de7dc154f4d039,1
0x68b0c031,1
"0x6ab0c031,0xc93180cd",1
0x7503f983,1
0x80,2
0x804a06b1,1
0x80916f0,2
0x80ff3c8,4
0x89d07646,1
0x90416873,1
0xbfffe0ac,1
"0xc9311f89,0x89074b88,0x8d51044f",1
0xdfbfc068,1
0xfd,1
0yegjlc,1
"1,000",35
"1,000,000",6
"1,007.8mm",2
"1,047.2mm",2
"1,2,3",1
"1,2,3,4",1
"1,200",9
"1,300",4
"1,319.01",1
"1,399",1
"1,400",9
"1,466",1
"1,500",2
"1,604mm",2
"1,610mm",2
"1,619mm",2
"1,620mm",2
"1,626.7mm",2
"1,640mm",2
"1,650mm",2
"1,755.1mm",2
"1,760.4",2
"1,795mm",2
"1,8167824,1440",1
"1,8171675,1440",1
"1,8171676,1440",1
"1,8381139,215",1
"1,8381140,215",1
"1,8381141,215",1
"1,8381142,215",1
"1,8381143,215",1
"1,8381144,215",1
"1,8381145,215",1
"1,8381146,215",1
"1,8381147,215",1
"1,8388719,1717",1
"1,8388720,1717",1
"1,8390119,1717",1
"1,8390120,1717",1
"1,8390121,1717",1
"1,8390122,1717",1
"1,8391026,1440",1
"1,8394718,1717",1
"1,8396718,1717",1
"1,8397801,1440",1
"1,8398676,1717",1
"1,8398677,1717",1
"1,8399728,1440",1
"1,8402896,1717",1
"1,8404724,1717",1
"1,8404725,1717",1
"1,8404899,215",1
"1,8406746,1717",1
"1,8406747,1717",1
"1,8406748,1717",1
"1,8408636,1717",1
"1,8410270,1717",1
"1,8410271,1717",1
"1,8410272,1717",1
"1,8410273,1717",1
"1,8412057,1717",1
"1,8412058,1717",1
"1,8412059,1717",1
"1,8412060,1717",1
"1,8412855,1440",1
"1,8622116,215",1
"1,8622117,215",1
"1,8622118,215",1
"1,8622119,215",1
"1,8622122,215",1
"1,8622123,215",1
"1,8622124,215",1
"1,8622125,215",1
"1,8622126,215",1
"1,8628741,215",1
"1,8639021,1440",2
"1,8639022,1440",2
"1,8640496,1440",2
"1,8643939,1440",2
1.0,82
1.0.2,1
1.0.3,1
1.0.4,7
1.0.6,2
1.0.7,4
1.00,6
1.01,3
1.05am,2
1.1,9
1.1.10,2
1.1.11,5
1.108,1
1.10am,2
1.111,2
1.11a23,16
1.139,2
1.142,2
1.146,2
1.15am,2
1.16,1
1.169,2
1.18,7
1.180,2
1.184,2
1.19,4
1.190,2
1.2,19
1.2.0,7
1.2.13,24
1.2.2,6
1.2.2i,2
1.2.3,2
1.2.4,13
1.2.5,4
1.2.6,10
1.200,2
1.20am,2
1.219,2
1.231,2
1.25,1
1.279,2
1.292,2
1.3,8
1.3.1,1
1.3.19.1a,2
1.3.5sr1,1
1.3.5sr2,3
1.30,1
1.30pm,1
1.32,2
1.35am,2
1.3mb,1
1.4,13
1.49,1
1.4ghz,2
1.5,33
1.5.0,2
1.5.2,8
1.5.5,2
1.582,2
1.5k,6
1.5x10,2
1.6,7
1.617.258.0360,4
1.617.877.3271,4
1.67,2
1.68.2.10,2
1.6f,2
1.6ghz,1
1.7,3
1.714.928.5476,16
1.7mm,2
1.8,2
1.8x,2
1.9,1
1.91,2
1.949.833.2800,16
1.99,4
10_01_2002,1
10_08_2002,1
"10,000",9
10.0,1
10.0.2616,1
10.00,2
10.1.0.2006,4
10.1.5,2
10.10.1.111,1
10.2,12
10.2.1,1
10.3,1
10.30am,1
10.30pm,6
10.35pm,1
10.4,2
10.40pm,2
10.5,2
10.50pm,1
10.55pm,2
10.97.5.1,2
100,271
"100,000",17
100'000,1
1000,37
10000,13
100000,2
1001,7
10018,8
100215_2,1
10024,4
1003.1,2
10039884,1
1006,2
100766,1
100802b,4
1009,1
100k,7
100m,1
100mb,2
100mbps,2
100megsdns.com,2
100millionaire,1
100x,4
101,9
"101,6",2
10113,1
101198676827824,1
1013,2
1013296719,1
1014,2
1017,2
102.9,2
1020,2
10200,4
1023,13
10231,1
1024,54
1024d,2
1024x,3
1024x768,9
1026185141232,1
1027480289.5c6047,1
102774,2
1027780746,1
1028070983,1
1028320303259,2
"102881,00",3
1028814634905,2
1029235349,3
1029661657.64143c,1
1029729600,2
1029944441.398,3
1029945287.4797,3
1030028647.6462,4
1030118301.3993,2
1030372078.11075,4
1030376441.95dd45,3
1030377287.06fa6d,3
1030460647.7351a3,4
1030544555.28815,4
1030550301,2
1030804078,4
1030817858,2
1030976555.34ad5b,4
1031164464.7f11b3,2
1031593647,2
1032,2
1032128683422,1
"103259,00",2
1032794857,2
1032870720,1
1033065967.2dc492,2
1033358400,2
1033444800,2
1033524738,1
1033538774048,2
1033565902.186041,3
1033841933,1
1033848737242,2
1034055900,2
103492,1
1035kb,2
103978,2
104,1
1040,3
1043,2
105,8
10500bc.org,4
1051,12
105kb,2
106,7
1062,8
107,1
"107,18",2
1081,2
10849_1467121,2
10862_1460701,2
108b,4
109,1
109.50,2
10989,4
10a,2
10acpi,48
10am,5
10baset,6
10c,2
10cm,2
10gig,3
10goss.html,2
10h,1
10k,4
10l,2
10mb,2
10mbs,4
10p,2
10pm,11
10pt,12
10s,1
10sion.net,2
10smp,6
10t02,1
10t03,10
10th,4
10wpm,4
"11,000",3
11.00,2
11.05pm,6
11.20pm,2
11.4,2
11.470523,4
11.470805,4
11.471825,4
11.472228,4
110,3
1100,6
110249_1,1
111,7
1110,2
11111001111,4
111111,8
111mph,2
112,1
1122,2
1128,2
113,2
1130120,2
1133862,1
113b,4
114,7
1144,4
11466242,2
115,1
115200,9
1156216,2
1159,1
11593,3
116,4
116m,1
117,2
1176,2
119,5
11am,13
11c,1
11c3,2
11f1,1
11k,2
11mbps,6
11mbs,2
11pm,12
11s,4
11t22,1
11th,33
12_1,2
"12,000",1
"12,500",2
12.2,2
12.30,1
12.30am,1
12.35am,2
12.40am,3
12.55am,2
12.6,13
12.6kb,2
120,9
1200,12
12000,6
1200bps,8
120gb,2
120k,1
120mhz,1
121,3
12125585,1
1214711651,2
1215,1
122,4
1225,1
12280,2
123,8
12301,2
123242,1
1234,4
1236,1
124,10
1242812002,1
125,5
"125,000",1
125.6,1
1252,2
1256,2
125b,4
125kb,4
126,4
"126,9",2
127,4
127.0.0.1,7
1276kb,4
128,14
"128,7",4
128.32.250.15,4
128kbps,2
128kbytes,1
128mb,3
129,1
12934,2
12974,2
12am,6
12c,1
12frogs.com,2
12inchers,1
12k,4
12mar2001,6
12mb,1
12noon,2
12pm,7
12t04,4
12t17,3
12t23,3
12th,5
"13,000",4
"13,589",1
13.08.2002,1
13.1,4
13.1sec,7
13.25,2
13.785852,2
13.787113,2
13.787442,2
13.789903,2
13.790480,2
13.791397,2
13.791917,2
13.792948,2
13.793639,2
13.794295,2
13.794871,2
13.795382,2
13.796047,2
13.796456,2
13.796829,2
13.797180,2
13.798322,2
13.799188,2
13.799866,2
13.8,4
13.800342,2
13.800818,2
13.801167,2
13.801513,2
13.805467,2
13.805878,2
13.809475,2
130,6
1300,6
1307,1
131,4
1310220,2
132,4
132152059,4
133,7
133.86,2
1331217,2
1332,1
133228,2
1337165,1
1337spotting.html,1
133mb,2
134,1
1344,2
134447835_route66ad05,2
13464,6
13487,2
135,1
1358455,1
136,2
1365118,4
1366kb,2
137,3
138,2
13851,2
13884,4
1389,1
139,1
13929,2
1394,2
13am,9
13m,1
13pm,5
13th,4
"14,000",4
"14,420",4
14.2,2
14.3,3
14.4,8
14.4kb,4
14.633544,1
14.634218,1
1400,1
1400x1050,1
1400x2800,1
14014,2
14022,1
140505,2
14051,16
140euro,2
140k,1
1411209,1
1414,2
142,1
143,1
143.1,4
1432,2
144,2
"144,13",2
1443,2
1448,4
144d,1
145,2
145.2,2
1450,2
1451,2
14595,1
146,3
1463,1
1466271,2
147,2
1470,4
14700,1
14703,1
148,4
1481,1
1483,12
149,2
1490957,1
1492,1
1494091,2
1495,1
149643,2
1499,2
14am,5
14b,8
14oz,2
14pm,9
14th,8
"15,000",13
"15,2002",2
15.00gbp,2
15.10,1
15.1961,2
150,16
1500,8
1500kb,4
15013,1
1507,2
15092,1
150mhz,4
"151,6",2
1510778,1
1511,10
15127444,1
1513,2
1517277,1
1519,4
1519761310,4
1522113,2
1528019,2
15299,12
152kb,4
1533,3
154,2
1543345,2
1549200,1
155,3
1550,1
1555,10
1560,2
1566539449,2
156a78,1
157,2
1570036,1
1572,1
157217,1
157q,6
158,7
158131,4
158576,3
15am,1
15ohgtx,2
15pm,4
15ppm,2
15s,2
"16,000",2
16.1.0.18,1
16.1.0.19,1
16.6,1
160,2
"160,000",2
1600,3
1600x,3
1600x1200,1
1604474,1
160gb,2
161,5
1610,2
1612,1
1613,1
161934,2
162,1
1622,1
1625,1
163,4
16323.1030043119,3
16324,2
1634,2
1637,1
164669,1
165,4
165348,1
166,6
1663,2
167,9
1671040,1
16877,3
16887,1
16888,2
16889,1
169,6
1690,2
1694,2
16am,1
16b948,1
16d118,1
16f4,1
16kb,3
16mb,5
16meltdown.htm,4
16moon.html,1
16pm,10
16s,6
16th,8
16x24,1
"17,048",2
17.50,2
17.76,2
17.95,2
17.9kb,2
170,2
1700,6
1700s,2
1700xp's,1
17013,2
17067,1
170803,2
172,4
172800,1
173,2
"173,7",2
1730,1
174,7
1744014,4
175,3
"175,8",2
"175,9",2
1750973553,1
17579,4
1761,2
1762,1
1764085998,2
177,3
1773,2
1775,8
1778,2
1793,1
1796,1
17a9118684,2
17am,2
17pm,8
17th,13
"18,000",2
"18,000th",2
"18,543",1
"18,880",1
18.5,1
18.55,1
18.587441,2
18.587929,2
18.588562,2
18.589041,2
18.589432,2
18.589751,2
18.590103,2
18.590638,2
18.591087,2
18.591324,2
18.68,1
180,9
1800,2
1800s,5
181,2
1812,4
1814,4
1821,1
1824,1
18285,1
1833est,1
1834,1
1835,6
18366.1030517481,2
184,2
1840,1
185,3
1851,2
1853,1
1857,3
1861,1
1864,2
1865,2
1870,2
1870s,2
1876,1
1877,2
1880,4
1882,2
1883,1
1889,2
"189,000",1
1890,3
1894,2
1895,2
1896,2
1899,2
18am,8
18k,2
18pm,8
18red.htm,2
18th,5
18wed2,1
19_,1
19.00,2
19.115412,1
19.115878,1
19.174862,1
19.175667,1
19.176887,1
19.177344,1
19.2,1
19.214020,1
19.214729,1
19.215383,1
19.215833,1
19.270870,2
19.271227,2
19.272130,2
19.272449,2
19.272760,2
19.273012,2
19.273257,2
19.273578,2
19.273982,2
19.274203,2
19.274585,2
19.99,1
190,2
1900,6
1903,1
1904,8
1905,10
1908,3
191,2
1912,2
1914,8
1917980,1
1919,1
192,8
192.111.39.100,1
192.16.202.11,2
192.168,4
192.168.0.0,1
192.168.1.1,1
192.168.1.50,1
192.168.1.75,1
192.168.2.11,1
192.168.2.90,2
192.93.0.4,2
1920s,3
1921,2
1923,6
192nd,1
193.1.142.2,1
1930,4
1930s,9
1933,4
1934,5
1934853,19
1939,8
194.192.106.109,2
194.231.40.201,1
1940,5
1940s,1
1943,2
1945,2
1947,9
195,2
"195,000",2
195.18.180.131,2
1950,10
1950s,4
195691,2
1957,1
1958,1
1959,2
196,2
1960,7
19600,2
1960s,8
1961,2
1962,2
19621,2
1963,2
1964,1
19644,2
1965,16
1966,3
1967,7
1968,6
1969,4
1970,9
19704,2
1970s,11
1971,2
1972,4
1973,4
1974,4
1975,9
1976,8
1977,4
1978,15
1979,12
198.133.199.102,2
198.133.199.103,2
1980,15
1980s,17
1981,10
1982,7
1983,7
1984,24
1985,3
1986,10
1987,17
1988,7
1989,18
199,2
1990,14
1990s,19
1991,24
1992,15
19925,2
1993,18
1994,14
1995,29
1996,40
1997,19
199707300650,1
1998,56
1999,118
199911012346,1
19am,5
19eb85,1
19pm,5
19poll.html,1
19t21,1
19t22,1
19th,14
1a88,4
1d47,2
1d9d,1
1da0,1
1e0e,1
1e6,1
1ef6,2
1gb,3
1lb,2
1m16s,2
1mb,17
1million,2
1mm,2
1pttrans,6
1sound.com,2
1st,37
1vfdw.html,1
1w9d,1
"2,000",11
"2,2",16
"2,200",2
"2,213",5
